Sigla,Código,Município,Domicílios - com água encanada - pessoas (2000),Domicílios - com energia elétrica - pessoas (2000),Domicílios - com telefone - pessoas (2000),Domicílios - com carro - pessoas (2000),Domicílios - com computador - pessoas (2000),Domícilios - número (2000),
PR,4112207,Janiópolis,92.969,96.294,14.035,28.885,2.859,2313,
PR,4112306,Japira,92.681,98.863,10.63,31.22,1.765,1353,
PR,4112405,Japurá,99.231,99.962,31.393,45.358,5.048,2225,
PR,4112504,Jardim Alegre,95.042,99.062,13.937,34.903,2.983,3844,
PR,4112603,Jardim Olinda,90.074,97.22,13.864,29.358,3.514,405,
PR,4112702,Jataizinho,95.405,98.755,20.452,35.225,4.224,3154,
PR,4112751,Jesuítas,94.067,98.63,17.866,46.382,4.997,2926,
PR,4112801,Joaquim Távora,97.031,98.696,18.863,35.261,5.58,2956,
PR,4112900,Jundiaí do Sul,88.157,95.895,10.917,28.511,2.85,1056,
PR,4112959,Juranda,97.35,99.24,19.978,38.144,4.708,2252,
PR,4113007,Jussara,99.13,99.892,19.767,37.129,4.872,1850,
PR,4113106,Kaloré,95.15,99.522,15.392,38.285,3.878,1516,
PR,4113205,Lapa,85.79,94.767,29.811,37.914,5.538,11467,
PR,4113254,Laranjal,57.654,45.59,4.339,14.907,1.163,1658,
PR,4113304,Laranjeiras do Sul,88.189,96.171,23.209,34.201,7.41,8218,
PR,4113403,Leópolis,96.151,99.708,19.553,37.215,4.066,1223,
PR,4113429,Lidianópolis,95.488,98.421,11.406,38.121,2.405,1384,
PR,4113452,Lindoeste,93.636,95.876,12.085,33.825,1.169,1558,
PR,4113502,Loanda,98.774,99.51,28.086,38.991,5.355,5618,
PR,4113601,Lobato,99.742,99.653,31.732,41.488,7.456,1171,
PR,4113700,Londrina,98.106,99.503,73.759,52.834,19.188,129449,
PR,4113734,Luiziana,91.76,95.696,8.913,33.061,2.15,1981,
PR,4113759,Lunardelli,93.511,98.674,12.972,35.294,4.103,1625,
PR,4113809,Lupionópolis,97.31,99.65,18.618,29.609,3.976,1313,
PR,4113908,Mallet,80.658,92.788,12.25,32.553,3.037,3424,
PR,4114005,Mamborê,94.84,97.608,19.29,39.749,6.108,4396,
PR,4114104,Mandaguaçu,99.086,99.508,26.614,41.133,8.636,4732,
PR,4114203,Mandaguari,99.291,99.811,25.629,44.35,6.448,9228,
PR,4114302,Mandirituba,90.118,97.103,18.244,40.902,3.97,4788,
PR,4114351,Manfrinópolis,66.631,77.264,5.261,22.432,0.65,931,
PR,4114401,Mangueirinha,82.566,92.406,22.2,32.384,5.407,4484,
PR,4114500,Manoel Ribas,88.634,95.645,17.307,40.08,4.18,3484,
PR,4114609,Marechal Cândido Rondon,98.965,99.396,38.286,53.675,12.381,12054,
PR,4114708,Maria Helena,95.427,98.401,19.362,28.852,3.861,1839,
PR,4114807,Marialva,99.346,99.799,26.64,48.899,7.477,8201,
PR,4114906,Marilândia do Sul,96.018,97.717,20.495,36.277,3.97,2582,
PR,4115002,Marilena,94.327,96.585,8.244,31.515,2.417,1818,
PR,4115101,Mariluz,90.019,99.682,12.082,22.864,2.98,2904,
PR,4115200,Maringá,99.753,99.938,76.394,59.493,21.184,85346,
PR,4115309,Mariópolis,92.116,98.083,30.598,45.119,7.756,1686,
PR,4115358,Maripá,99.649,99.742,41.957,59.692,8.361,1714,
PR,4115408,Marmeleiro,88.23,94.975,23.493,34.562,3.937,3693,
PR,4115457,Marquinho,56.672,57.194,6.92,21.82,0.569,1354,
PR,4115507,Marumbi,97.836,99.731,17.713,38.234,3.763,1343,
PR,4115606,Matelândia,98.109,98.875,27.449,45.653,6.248,3906,
PR,4115705,Matinhos,89.395,99.162,33.885,34.728,8.562,7080,
PR,4115739,Mato Rico,64.441,43.352,4.962,23.075,1.409,1188,
PR,4115754,Mauá da Serra,93.71,96.706,16.78,29.439,3.154,1722,
PR,4115804,Medianeira,98.774,99.764,61.163,49.084,10.962,10762,
PR,4115853,Mercedes,98.916,99.896,33.148,56.435,4.563,1297,
PR,4115903,Mirador,94.891,97.125,9.687,25.877,2.838,699,
PR,4116000,Miraselva,94.275,98.603,19.942,33.406,3.21,559,
PR,4116059,Missal,97.341,99.216,33.439,47.514,7.305,2936,
PR,4116109,Moreira Sales,88.322,99.1,13.496,29.14,3.068,4006,
PR,4116208,Morretes,90.307,95.612,23.185,25.818,4.243,4234,
PR,4116307,Munhoz de Melo,98.041,99.474,14.858,35.684,3.611,985,
PR,4116406,Nossa Senhora das Graças,98.995,99.741,12.058,31.558,3.2,1108,
PR,4116505,Nova Aliança do Ivaí,84.282,99.036,15.976,32.841,4.732,370,
PR,4116604,Nova América da Colina,96.885,99.284,22.496,36.041,2.605,963,
PR,4116703,Nova Aurora,98.097,99.218,27.934,46.106,4.79,3817,
PR,4116802,Nova Cantu,88.035,93.041,9.299,32.374,1.987,2516,
PR,4116901,Nova Esperança,97.946,99.956,29.458,44.346,7.452,7449,
PR,4116950,Nova Esperança do Sudoeste,88.274,95.956,12.164,35.949,1.426,1370,
PR,4117008,Nova Fátima,94.476,98.379,21.866,34.579,3.958,2340,
PR,4117057,Nova Laranjeiras,66.413,68.022,8.075,23.303,1.865,2877,
PR,4117107,Nova Londrina,98.708,99.676,22.355,38.897,8.374,3723,
PR,4117206,Nova Olímpia,96.617,99.722,18.117,30.613,7.56,1600,
PR,4117214,Nova Santa Bárbara,94.035,98.381,14.546,29.601,3.359,1073,
PR,4117222,Nova Santa Rosa,98.84,99.712,33.449,59.593,7.541,2149,
PR,4117255,Nova Prata do Iguaçu,83.685,97.941,28.707,38.022,3.48,2832,
PR,4117271,Nova Tebas,76.165,85.495,8.308,26.015,0.931,2442,
PR,4117297,Novo Itacolomi,96.015,98.211,12.847,38.773,1.47,778,
PR,4117305,Ortigueira,73.142,77.506,5.275,22.737,1.135,6878,
PR,4117404,Ourizona,98.982,99.702,21.407,45.193,5.473,990,
PR,4117453,Ouro Verde do Oeste,98.794,99.163,19.982,39.986,3.379,1501,
PR,4117503,Paiçandu,99.17,99.454,19.926,38.832,3.391,8575,
PR,4117602,Palmas,88.17,97.444,25.215,30.567,7.496,9037,
PR,4117701,Palmeira,86.727,94.92,25.624,43.479,6.705,8133,
PR,4117800,Palmital,75.655,75.813,7.146,24.531,2.097,4314,
PR,4117909,Palotina,98.726,99.444,67.218,51.332,11.511,7293,
PR,4118006,Paraíso do Norte,98.487,99.701,20.88,36.985,5.865,2818,
PR,4118105,Paranacity,96.339,99.103,17.225,35.584,5.041,2586,
PR,4118204,Paranaguá,94.981,99.228,36.765,27.667,9.431,35063,
PR,4118303,Paranapoema,95.552,99.144,15.241,26.48,2.864,652,
PR,4118402,Paranavaí,98.848,99.749,40.944,45.819,10.622,22012,
PR,4118451,Pato Bragado,99.224,99.898,39.514,52.868,5.897,1165,
PR,4118501,Pato Branco,97.336,99.702,69.905,50.231,15.889,18028,
PR,4118600,Paula Freitas,82.402,93.34,13.485,33.65,2.385,1363,
PR,4118709,Paulo Frontin,80.707,94.396,10.964,36.341,1.328,1815,
PR,4118808,Peabiru,96.065,95.774,20.202,35.32,6.679,3936,
PR,4118857,Perobal,93.725,99.654,16.205,37.042,3.443,1507,
PR,4118907,Pérola,98.756,99.566,25.179,38.713,3.96,2832,
PR,4119004,Pérola d'Oeste,85.243,94.381,13.407,34.559,3.127,2062,
PR,4119103,Piên,87.656,97.08,14.724,46.93,3.118,2530,
PR,4119152,Pinhais,99.122,99.811,53.782,43.107,10.953,29180,
PR,4119202,Pinhalão,93.333,98.147,14.203,34.334,2.904,1657,
PR,4119251,Pinhal de São Bento,63.568,78.797,8.094,20.031,1.338,667,
PR,4119301,Pinhão,69.819,75.956,9.714,29.232,4.372,7221,
PR,4119400,Piraí do Sul,91.699,96.817,12.163,38.363,3.002,6139,
PR,4119509,Piraquara,93.072,99.402,28.838,32.319,4.367,21505,
PR,4119608,Pitanga,82.961,87.654,14.024,31.714,4.325,9348,
PR,4119657,Pitangueiras,97.944,98.818,25.989,42.532,3.374,683,
PR,4119707,Planaltina do Paraná,97.784,98.923,18.944,32.855,5.284,1112,
PR,4119806,Planalto,86.31,97.202,14.391,33.374,2.752,3945,
PR,4119905,Ponta Grossa,96.876,99.118,52.256,44.118,12.405,77328,
PR,4119954,Pontal do Paraná,93.416,99.357,33.783,33.699,5.695,4319,
PR,4120002,Porecatu,95.209,99.59,27.413,34.782,9.523,4459,
PR,4120101,Porto Amazonas,94.139,98.96,25.84,38.109,5.28,1143,
PR,4120150,Porto Barreiro,85.275,82.913,7.702,34.901,0.602,1061,
PR,4120200,Porto Rico,94.986,98.529,19.794,34.336,4.412,709,
PR,4120309,Porto Vitória,96.651,96.962,18.802,40.086,2.781,1088,
PR,4120333,Prado Ferreira,96.004,99.585,16.367,33.341,4.057,926,
PR,4120358,Pranchita,88.607,97.189,18.662,45.246,3.957,1736,
PR,4120408,Presidente Castelo Branco,97.723,99.797,16.781,34.229,5.155,1191,
PR,4120507,Primeiro de Maio,97.124,99.095,17.977,41.134,4.471,3072,
PR,4120606,Prudentópolis,67.08,84.345,7.278,29.601,3.374,12309,
PR,4120655,Quarto Centenário,95.42,97.34,16.441,31.321,2.575,1446,
PR,4120705,Quatiguá,97.963,99.491,26.959,41.786,4.948,2076,
PR,4120804,Quatro Barras,95.586,99.277,33.895,42.664,7.164,4444,
PR,4120853,Quatro Pontes,90.892,99.807,36.968,57.538,7.395,1085,
PR,4120903,Quedas do Iguaçu,92.01,97.246,9.818,30.965,2.742,7337,
PR,4121000,Querência do Norte,87.604,94.328,8.518,23.743,2.621,3102,
PR,4121109,Quinta do Sol,96.327,98.775,15.491,29.442,3.946,1618,
PR,4121208,Quitandinha,77.978,91.775,10.765,37.397,1.175,4073,
PR,4121257,Ramilândia,85.981,91.016,13.251,23.779,1.192,1027,
PR,4121307,Rancho Alegre,97.229,99.658,19.466,38.929,3.932,1264,
PR,4121356,Rancho Alegre D'Oeste,88.889,98.888,16.128,36.024,3.215,838,
PR,4121406,Realeza,93.973,98.031,26.522,44.314,8.108,4529,
PR,4121505,Rebouças,76.709,85.841,12.553,26.39,4.157,3766,
PR,4121604,Renascença,91.919,96.71,23.09,39.22,3.242,1893,
PR,4121703,Reserva,71.472,79.279,7.539,25.431,1.649,6295,
PR,4121752,Reserva do Iguaçu,79.046,81.932,20.501,27.716,6.248,1676,
PR,4121802,Ribeirão Claro,95.514,97.587,19.333,38.176,6.207,3149,
PR,4121901,Ribeirão do Pinhal,91.244,98.518,15.252,29.735,4.237,3983,
PR,4122008,Rio Azul,68.559,89.747,9.117,39.259,2.028,3404,
PR,4122107,Rio Bom,96.829,98.931,12.148,35.838,2.311,1037,
PR,4122156,Rio Bonito do Iguaçu,68.829,89.417,4.122,24.859,1.152,3347,
PR,4122172,Rio Branco do Ivaí,75.446,83.013,5.122,22.045,1.132,957,
PR,4122206,Rio Branco do Sul,89.793,93.004,16.392,33.43,3.712,7961,
PR,4122305,Rio Negro,94.131,99.031,34.845,50.146,9.199,7738,
PR,4122404,Rolândia,99.314,99.789,69.17,50.16,10.863,14064,
PR,4122503,Roncador,87.638,90.371,9.311,28.077,2.836,3647,
PR,4122602,Rondon,96.934,99.697,20.241,37.711,4.046,2394,
PR,4122651,Rosário do Ivaí,84.707,91.124,9.95,24.667,1.622,1801,
PR,4122701,Sabáudia,96.604,99.729,23.206,47.256,4.968,1531,
PR,4122800,Salgado Filho,81.004,90.652,14.046,30.073,3.458,1379,
PR,4122909,Salto do Itararé,92.713,97.072,9.071,24.157,2.052,1637,
PR,4123006,Salto do Lontra,82.578,96.452,15.048,33.101,3.591,3408,
PR,4123105,Santa Amélia,93.299,99.202,15.211,29.831,2.794,1192,
PR,4123204,Santa Cecília do Pavão,96.157,98.945,15.594,32.047,3.05,1188,
PR,4123303,Santa Cruz de Monte Castelo,97.434,96.863,15.97,36.459,4.071,2461,
PR,4123402,Santa Fé,98.937,99.946,20.622,41.845,4.181,2562,
PR,4123501,Santa Helena,95.997,99.595,35.042,43.192,9.489,5670,
PR,4123600,Santa Inês,95.918,99.79,16.675,34.572,3.955,603,
PR,4123709,Santa Isabel do Ivaí,96.13,99.321,22.432,37.775,5.344,2710,
PR,4123808,Santa Izabel do Oeste,85.473,96.822,12.172,30.642,4.367,3177,
PR,4123824,Santa Lúcia,92.857,95.274,15.478,33.919,2.852,1202,
PR,4123857,Santa Maria do Oeste,66.462,69.652,4.023,23.472,1.715,3237,
PR,4123907,Santa Mariana,94.781,98.387,24.599,33.311,5.522,3961,
PR,4123956,Santa Mônica,94.325,95.573,9.808,24.9,1.299,882,
PR,4124004,Santana do Itararé,90.886,97.149,12.558,26.609,2.655,1611,
PR,4124020,Santa Tereza do Oeste,95.54,98.149,19.003,37.465,2.994,2816,
PR,4124053,Santa Terezinha de Itaipu,98.165,98.981,46.795,44.999,8.383,4942,
PR,4124103,Santo Antônio da Platina,92.933,98.554,28.296,38.759,7.357,11493,
PR,4124202,Santo Antônio do Caiuá,97.209,99.03,13.828,25.342,4.397,830,
PR,4124301,Santo Antônio do Paraíso,96.138,98.978,18.658,36.585,4.545,810,
PR,4124400,Santo Antônio do Sudoeste,84.041,93.886,15.682,32.272,3.825,4895,
PR,4124509,Santo Inácio,95.248,99.113,22.173,36.613,4.427,1497,
PR,4124608,São Carlos do Ivaí,97.794,99.759,22.287,34.196,5.032,1636,
PR,4124707,São Jerônimo da Serra,85.038,92.514,7.192,27.543,1.816,3286,
PR,4124806,São João,91.731,97.51,19.339,42.2,5.122,3131,
PR,4124905,São João do Caiuá,95.845,98.611,14.316,27.569,2.744,1750,
PR,4125001,São João do Ivaí,94.127,98.957,19.234,35.847,3.762,3936,
PR,4125100,São João do Triunfo,63.425,83.719,7.377,21.502,2.225,3148,
PR,4125209,São Jorge d'Oeste,91.062,98.291,19.34,40.327,4.336,2578,
PR,4125308,São Jorge do Ivaí,99.517,99.962,28.162,49.538,8.237,1686,
PR,4125357,São Jorge do Patrocínio,97.336,99.865,12.404,33.842,1.765,1849,
PR,4125407,São José da Boa Vista,88.561,94.924,7.985,26.793,1.857,1989,
PR,4125456,São José das Palmeiras,89.416,97.586,14.737,26.256,2.315,1098,
PR,4125506,São José dos Pinhais,95.816,99.849,46.704,44.248,11.286,56423,
PR,4125555,São Manoel do Paraná,96.007,99.434,14.222,42.251,1.859,582,
PR,4125605,São Mateus do Sul,79.595,95.181,25.369,32.595,8.184,9864,
PR,4125704,São Miguel do Iguaçu,95.326,96.698,32.744,50.352,8.857,6557,
PR,4125753,São Pedro do Iguaçu,93.202,96.364,12.946,32.737,2.075,1942,
PR,4125803,São Pedro do Ivaí,98.284,99.722,17.844,36.078,5.967,2689,
PR,4125902,São Pedro do Paraná,97.287,98.997,15.977,38.109,2.411,775,
PR,4126009,São Sebastião da Amoreira,95.811,99.523,21.997,36.516,6.593,2345,
PR,4126108,São Tomé,99.073,98.994,15.36,36.151,3.284,1411,
PR,4126207,Sapopema,87.084,92.681,11.78,25.327,1.798,1828,
PR,4126256,Sarandi,99.646,99.501,24.633,38.06,2.988,20141,
PR,4126272,Saudade do Iguaçu,91.093,97.194,17.025,37.634,2.859,1140,
PR,4126306,Sengés,88.868,91.72,7.07,29.019,3.439,4714,
PR,4126355,Serranópolis do Iguaçu,98.375,99.209,30.226,54.41,4.412,1305,
PR,4126405,Sertaneja,95.923,99.473,31.276,38.37,5.01,1932,
PR,4126504,Sertanópolis,98.05,99.823,26.327,45.77,6.217,4335,
PR,4126603,Siqueira Campos,96.16,99.355,16.464,35.044,3.615,4782,
PR,4126652,Sulina,89.238,95.969,18.875,40.06,2.029,1061,
PR,4126678,Tamarana,86.617,93.827,19.448,30.439,2.971,2609,
PR,4126702,Tamboara,98.58,99.417,18.713,41.382,5.591,1268,
PR,4126801,Tapejara,97.741,99.819,15.626,33.435,5.057,3733,
PR,4126900,Tapira,96.853,99.58,13.424,36.136,2.253,1896,
PR,4127007,Teixeira Soares,81.153,84.961,13.921,36.81,4.09,2159,
PR,4127106,Telêmaco Borba,97.124,99.315,29.009,41.952,7.43,17624,
PR,4127205,Terra Boa,98.661,99.676,18.458,40.652,4.758,4241,
PR,4127304,Terra Rica,97.253,98.722,19.408,35.538,5.483,4016,
PR,4127403,Terra Roxa,98.508,99.296,21.854,38.324,4.935,4754,
PR,4127502,Tibagi,83.758,91.016,7.275,27.84,2.996,4919,
PR,4127601,Tijucas do Sul,88.018,94.661,10.727,32.961,1.875,3334,
PR,4127700,Toledo,99.294,99.811,48.501,52.109,11.738,28100,
PR,4127809,Tomazina,89.436,95.73,11,27.571,2.127,2862,
PR,4127858,Três Barras do Paraná,91.095,95.466,14.111,32.234,1.588,3173,
PR,4127882,Tunas do Paraná,71.444,63.201,5.978,19.576,0.647,950,
PR,4127908,Tuneiras do Oeste,95.116,98.473,7.67,29.024,2.128,2589,
PR,4127957,Tupãssi,98.855,99.54,32.891,50.091,5.097,2362,
PR,4127965,Turvo,81.613,85.06,9.54,23.577,2.267,3621,
PR,4128005,Ubiratã,98.049,98.587,25.567,41.347,4.704,6611,
PR,4128104,Umuarama,99.067,99.678,38.88,47.982,11.347,26660,
PR,4128203,União da Vitória,95.632,97.717,28.345,40.928,9.487,13666,
PR,4128302,Uniflor,99.064,99.749,14.235,36.049,2.424,647,
PR,4128401,Uraí,95.706,99.266,26.405,39.696,6.137,3443,
PR,4128500,Wenceslau Braz,93.063,97.903,22.586,32.959,6.559,5621,
PR,4128534,Ventania,85.287,92.211,5.755,26.693,0.786,2126,
PR,4128559,Vera Cruz do Oeste,97.702,98.819,24.005,36.093,4.283,2661,
PR,4128609,Verê,91.608,97.943,21.322,40.98,3.44,2317,
PR,4128625,Vila Alta,93.821,99.119,11.094,28.959,2.471,1064,
PR,4128633,Doutor Ulysses,75.381,68.053,4.539,18.799,0.742,1553,
PR,4128658,Virmond,90.341,94.069,13.183,40.682,2.629,1032,
PR,4128708,Vitorino,93.381,98.544,29.841,40.81,4.958,1762,
PR,4128807,Xambrê,97.996,99.624,15.84,35.342,4.639,1951,
PR,4199919,Assunguy de Cima,,,,,,,
PR,4199929,Conchas,,,,,,,
PR,4199939,Palmira,,,,,,,
PR,4199949,Porto de Cima,,,,,,,
RJ,3300100,Angra dos Reis,96.672,98.032,27.879,26.966,9.049,33065,
RJ,3300159,Aperibé,97.352,96.993,19.241,28.243,5.301,2462,
RJ,3300209,Araruama,86.657,98.51,23.401,31.965,7.104,23947,
RJ,3300225,Areal,96.061,99.563,32.152,36.349,8.039,2647,
RJ,3300233,Armação dos Búzios,78.24,99.632,25.811,26.414,6.978,5475,
RJ,3300258,Arraial do Cabo,92.688,99.695,18.846,26.932,7.643,7030,
RJ,3300308,Barra do Piraí,94.377,99.645,35.191,30.734,9.92,25674,
RJ,3300407,Barra Mansa,95.771,99.587,32.688,36.163,12.433,48233,
RJ,3300456,Belford Roxo,85.289,99.851,19.158,20.046,4.373,122645,
RJ,3300506,Bom Jardim,96.616,96.521,16.389,40.512,5.945,6626,
RJ,3300605,Bom Jesus do Itabapoana,96.99,98.291,26.554,30.484,6.382,9943,
RJ,3300704,Cabo Frio,79.743,99.386,26.669,28.806,8.873,36794,
RJ,3300803,Cachoeiras de Macacu,95.577,97.567,12.015,25.889,5.518,13971,
RJ,3300902,Cambuci,94.364,95.886,14.421,23.254,4.242,4419,
RJ,3300936,Carapebus,68.043,98.238,14.061,30.612,3.664,2462,
RJ,3300951,Comendador Levy Gasparian,96.748,99.169,12.078,28.375,4.349,2132,
RJ,3301009,Campos dos Goytacazes,86.43,98.509,36.333,32.989,8.256,113139,
RJ,3301108,Cantagalo,96.39,95.93,21.259,33.292,9.625,5489,
RJ,3301157,Cardoso Moreira,89.69,93.219,11.218,21.939,3.324,3779,
RJ,3301207,Carmo,98.431,99.44,16.175,32.231,4.911,4679,
RJ,3301306,Casimiro de Abreu,96.478,97.988,18.53,33.448,6.828,6532,
RJ,3301405,Conceição de Macabu,89.188,98.679,16.121,25.698,4.418,5343,
RJ,3301504,Cordeiro,98.676,98.39,24.339,36.376,9.186,5303,
RJ,3301603,Duas Barras,97.66,97.093,11.955,31.625,3.56,2933,
RJ,3301702,Duque de Caxias,87.268,99.862,25.502,23.721,6.823,221227,
RJ,3301801,Engenheiro Paulo de Frontin,96.953,99.286,12.586,30.766,7.488,3669,
RJ,3301850,Guapimirim,90.67,99.828,8.951,24.826,5.061,10694,
RJ,3301876,Iguaba Grande,91.449,99.944,26.516,36.399,8.575,4508,
RJ,3301900,Itaboraí,81.538,99.329,13.293,25.014,4.754,54126,
RJ,3302007,Itaguaí,92.307,99.652,22.785,27.255,7.004,23108,
RJ,3302056,Italva,88.428,94.347,16.303,25.736,5.13,3850,
RJ,3302106,Itaocara,95.184,97.915,25.613,33.403,4.751,7155,
RJ,3302205,Itaperuna,95.928,98.887,28.34,28.643,7.298,25454,
RJ,3302254,Itatiaia,98.279,98.654,14.249,35.124,10.296,6986,
RJ,3302270,Japeri,80.08,99.496,17.138,14.193,3.079,23102,
RJ,3302304,Laje do Muriaé,89.524,94.074,11.832,17.955,3.24,2212,
RJ,3302403,Macaé,95.111,99.446,36.899,36.67,14.05,38402,
RJ,3302452,Macuco,97.293,97.188,19.897,38.304,7.189,1312,
RJ,3302502,Magé,86.793,99.794,15.06,22.605,4.728,58500,
RJ,3302601,Mangaratiba,94.45,93.604,24.221,28.443,9.702,7397,
RJ,3302700,Maricá,88.872,99.437,22.405,38.287,9.733,23075,
RJ,3302809,Mendes,96.146,99.529,16.372,32.504,10.707,5171,
RJ,3302858,Mesquita,,,,,,,
RJ,3302908,Miguel Pereira,95.524,99.833,33.325,39.112,10.094,7283,
RJ,3303005,Miracema,94.456,95.6,21.905,26.79,7.401,7378,
RJ,3303104,Natividade,95.415,95.839,15.762,26.698,6.273,4439,
RJ,3303203,Nilópolis,96.273,99.964,38.201,29.438,13.501,44557,
RJ,3303302,Niterói,91.559,99.961,67.138,48.237,34.386,146421,
RJ,3303401,Nova Friburgo,98.951,99.178,45.252,41.895,12.849,54293,
RJ,3303500,Nova Iguaçu,91.346,99.829,23.788,24.693,7.304,262119,
RJ,3303609,Paracambi,96.681,99.837,24.344,25.245,8.815,13135,
RJ,3303708,Paraíba do Sul,95.518,99.164,13.837,31.607,7.248,10540,
RJ,3303807,Parati,91.23,87.97,14.578,24.514,9.521,8080,
RJ,3303856,Paty do Alferes,95.068,97.731,17.664,35.345,4.61,6986,
RJ,3303906,Petrópolis,97.024,99.558,47.748,39.591,15.367,86408,
RJ,3303955,Pinheiral,91.538,99.364,21.486,30.969,10.136,5415,
RJ,3304003,Piraí,90.537,98.234,16.509,34.135,10.731,6270,
RJ,3304102,Porciúncula,93.697,95.743,14.162,20.966,4.222,4583,
RJ,3304110,Porto Real,92.44,99.401,11.947,31.615,4.781,3166,
RJ,3304128,Quatis,90.849,99.054,19.747,30.558,8.076,2922,
RJ,3304144,Queimados,80.407,99.78,16.054,18.778,3.768,33631,
RJ,3304151,Quissamã,85.011,98.75,7.772,25.864,3.278,3707,
RJ,3304201,Resende,97.752,98.792,34.441,40.77,15.979,29676,
RJ,3304300,Rio Bonito,86.425,96.951,18.071,31.92,7.857,14416,
RJ,3304409,Rio Claro,95.618,97.756,15.864,30.907,5.037,4446,
RJ,3304508,Rio das Flores,98.497,99.176,14.732,26.909,4.141,2001,
RJ,3304524,Rio das Ostras,86.659,99.504,19.073,32.558,9.174,10653,
RJ,3304557,Rio de Janeiro,97.796,99.956,50.857,39.444,23.808,1838030,
RJ,3304607,Santa Maria Madalena,94.859,90.122,8.891,23.983,4.094,3048,
RJ,3304706,Santo Antônio de Pádua,94.001,97.779,23.349,27.783,5.767,11532,
RJ,3304755,São Francisco de Itabapoana,71.122,92.6,13.528,20.648,1.171,11756,
RJ,3304805,São Fidélis,94.742,95.661,16.763,25.996,5.465,11251,
RJ,3304904,São Gonçalo,88.683,99.871,37.517,28.889,9.8,264773,
RJ,3305000,São João da Barra,85.609,97.453,14.704,29.351,4.389,8273,
RJ,3305109,São João de Meriti,94.409,99.906,29.538,24.573,7.496,129889,
RJ,3305133,São José de Ubá,88.988,95.843,12.169,27.586,1.675,1792,
RJ,3305158,São José do Vale do Rio Preto,98.303,99.492,17.971,42.299,3.746,5469,
RJ,3305208,São Pedro da Aldeia,87.039,99.488,18.321,29.826,8.152,17910,
RJ,3305307,São Sebastião do Alto,89.255,91.021,12.661,27.464,2.585,2371,
RJ,3305406,Sapucaia,96.187,97.727,26.493,37.844,6.458,4851,
RJ,3305505,Saquarema,86.481,98.25,17.88,34.174,5.691,15204,
RJ,3305554,Seropédica,94.413,99.94,8.111,26.677,4.903,18307,
RJ,3305604,Silva Jardim,81.886,92.968,12.206,25.305,3.928,5949,
RJ,3305703,Sumidouro,89.048,96.094,7.402,43.705,2.114,4215,
RJ,3305752,Tanguá,73.415,98.219,4.989,26.044,3.199,7383,
RJ,3305802,Teresópolis,97.69,99.696,33.481,41.846,11.809,41890,
RJ,3305901,Trajano de Morais,91.117,89.386,6.091,26.186,2.911,2882,
RJ,3306008,Três Rios,97.676,99.759,30.421,30.311,8.48,20122,
RJ,3306107,Valença,96.76,99.047,32.14,33.179,11.875,18990,
RJ,3306156,Varre-Sai,96.161,94.78,15.027,28.908,1.934,2115,
RJ,3306206,Vassouras,93.907,98.745,22.462,33.607,8.362,9208,
RJ,3306305,Volta Redonda,98.709,99.704,49.795,42.71,17.806,71332,
RJ,3399919,Sâo João Marcos,,,,,,,
RJ,3399929,São Sebastião do Parahyba,,,,,,,
RN,2400109,Acari,83.309,95.176,7.013,17.938,1.67,2831,
RN,2400208,Açu,55.544,93.477,21.766,20.727,3.808,11419,
RN,2400307,Afonso Bezerra,47.188,95.054,5.421,13.328,0.203,2674,
RN,2400406,Água Nova,22.69,90.189,2.129,9.946,0.701,618,
RN,2400505,Alexandria,58.952,87.534,3.829,12.857,0.516,3400,
RN,2400604,Almino Afonso,44.152,86.375,3.179,13.42,1.178,1300,
RN,2400703,Alto do Rodrigues,74.917,95.711,6.534,18.238,1.667,2442,
RN,2400802,Angicos,48.858,93.41,5.651,16.061,0.719,2792,
RN,2400901,Antônio Martins,31.927,76.887,2.812,11.294,0.727,1711,
RN,2401008,Apodi,58.693,85.182,7.492,15.896,1.452,8456,
RN,2401107,Areia Branca,65.547,97.313,9.05,16.129,3.604,5678,
RN,2401206,Arês,52.565,92.594,4.986,9.418,0.61,2553,
RN,2401305,Augusto Severo,32.784,72.476,3.473,10.194,1.038,2192,
RN,2401404,Baía Formosa,90.052,95.413,6.613,12.707,1.16,1755,
RN,2401453,Baraúna,20.04,92.65,3.281,9.409,0.57,4550,
RN,2401503,Barcelona,43.642,84.634,1.495,11.911,0.402,942,
